    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
      -1.868261888,     -0.6203326031,       1.303618655,       3.601019236,       1.689887289,       2.818136764
      -1.870431081,     -0.6184055965,       1.296690217,       3.602212058,       1.687996585,       2.818183003
       -1.86831108,     -0.6204296979,       1.303587629,       3.600970186,       1.689868649,       2.818131456
      -1.870467636,      -0.618472776,       1.296647539,       3.602175797,       1.687965336,       2.818175312
      -1.868360273,     -0.6205268055,       1.303556602,       3.600921135,       1.689850005,        2.81812615
      -1.870504191,     -0.6185399503,       1.296604862,       3.602139536,       1.687934086,       2.818167624
      -1.868409465,     -0.6206239217,       1.303525577,       3.600872085,        1.68983136,       2.818120846
      -1.870540742,     -0.6186071258,       1.296562185,       3.602103278,       1.687902835,       2.818159939
      -1.868458657,     -0.6207210504,       1.303494552,       3.600823034,       1.689812713,       2.818115544
      -1.870577293,     -0.6186742963,       1.296519509,       3.602067019,       1.687871584,       2.818152257
      -1.868507848,     -0.6208181876,       1.303463529,       3.600773984,       1.689794064,       2.818110244
      -1.870613841,     -0.6187414677,       1.296476834,       3.602030764,       1.687840331,       2.818144577
       -1.86855704,     -0.6209153373,       1.303432506,       3.600724933,       1.689775412,       2.818104945
      -1.870650388,     -0.6188086342,        1.29643416,       3.601994508,       1.687809078,       2.818136901
      -1.868606231,     -0.6210124954,       1.303401484,       3.600675882,       1.689756759,       2.818099649
      -1.870686933,     -0.6188758014,       1.296391487,       3.601958255,       1.687777824,       2.818129227
      -1.868655423,     -0.6211096658,       1.303370463,       3.600626831,       1.689738103,       2.818094354
      -1.870723476,     -0.6189429638,       1.296348815,       3.601922002,       1.687746569,       2.818121556
      -1.868704613,     -0.6212068447,       1.303339443,        3.60057778,       1.689719447,       2.818089062
      -1.870760017,     -0.6190101266,       1.296306144,       3.601885752,       1.687715314,       2.818113887
      -1.868753804,     -0.6213040355,       1.303308423,       3.600528729,       1.689700787,       2.818083771
      -1.870796557,     -0.6190772847,       1.296263473,       3.601849502,       1.687684057,       2.818106222
      -1.868802993,     -0.6214012348,       1.303277405,       3.600479678,       1.689682126,       2.818078482
      -1.870833095,     -0.6191444432,       1.296220804,       3.601813255,         1.6876528,       2.818098559
      -1.868852184,     -0.6214984459,       1.303246387,       3.600430626,       1.689663462,       2.818073195
      -1.870869631,      -0.619211597,       1.296178135,       3.601777008,       1.687621542,       2.818090899
      -1.868901373,     -0.6215956655,       1.303215371,       3.600381575,       1.689644798,       2.818067911
      -1.870906165,     -0.6192787509,       1.296135467,       3.601740763,       1.687590283,       2.818083241
      -1.868950562,     -0.6216928967,       1.303184355,       3.600332524,        1.68962613,       2.818062627
      -1.870942698,     -0.6193459003,         1.2960928,       3.601704518,       1.687559023,       2.818075586
      -1.868999751,     -0.6217901362,        1.30315334,       3.600283473,       1.689607461,       2.818057346
      -1.870979228,     -0.6194130496,       1.296050135,       3.601668276,       1.687527762,       2.818067934
       -1.86904894,     -0.6218873872,       1.303122325,       3.600234421,       1.689588789,       2.818052066
      -1.871015758,     -0.6194801945,        1.29600747,       3.601632035,       1.687496501,       2.818060285
      -1.869098127,     -0.6219846465,       1.303091313,       3.600185371,       1.689570117,       2.818046789
      -1.871052285,     -0.6195473392,       1.295964806,       3.601595796,       1.687465238,       2.818052638
      -1.869147315,     -0.6220819169,         1.3030603,       3.600136319,       1.689551441,       2.818041513
      -1.871088811,     -0.6196144796,       1.295922143,       3.601559557,       1.687433975,       2.818044994
      -1.869196502,     -0.6221791957,       1.303029289,       3.600087269,       1.689532764,       2.818036239
      -1.871125335,     -0.6196816196,       1.295879481,        3.60152332,       1.687402711,       2.818037353
      -1.869245689,     -0.6222764854,       1.302998278,       3.600038217,       1.689514085,       2.818030967
      -1.871161857,     -0.6197487554,        1.29583682,       3.601487084,       1.687371447,       2.818029714
      -1.869294875,     -0.6223737834,       1.302967268,       3.599989167,       1.689495404,       2.818025696
      -1.871198377,     -0.6198158907,        1.29579416,        3.60145085,       1.687340181,       2.818022078
      -1.869344062,     -0.6224710921,       1.302936259,       3.599940116,       1.689476721,       2.818020427
      -1.871234897,     -0.6198830218,       1.295751501,       3.601414616,       1.687308915,       2.818014444
      -1.869393247,      -0.622568409,       1.302905251,       3.599891066,       1.689458036,        2.81801516
      -1.871271413,     -0.6199501523,       1.295708842,       3.601378385,       1.687277647,       2.818006813
      -1.869442432,     -0.6226657364,       1.302874243,       3.599842016,       1.689439349,       2.818009895
      -1.871307929,     -0.6200172787,       1.295666185,       3.601342154,       1.687246379,       2.817999185
      -1.869491616,     -0.6227630718,       1.302843237,       3.599792966,        1.68942066,       2.818004631
      -1.871344443,     -0.6200844045,       1.295623529,       3.601305926,        1.68721511,       2.817991559
        -1.8695408,     -0.6228604177,       1.302812231,       3.599743916,       1.689401969,        2.81799937
      -1.871380955,     -0.6201515262,       1.295580874,       3.601269698,        1.68718384,       2.817983936
      -1.869589984,     -0.6229577715,       1.302781227,       3.599694866,       1.689383277,        2.81799411
      -1.871417465,     -0.6202186471,        1.29553822,       3.601233472,        1.68715257,       2.817976315
      -1.869639167,     -0.6230551354,       1.302750222,       3.599645817,       1.689364582,       2.817988851
      -1.871453974,     -0.6202857641,       1.295495567,       3.601197246,       1.687121298,       2.817968697
      -1.869688349,     -0.6231525072,        1.30271922,       3.599596768,       1.689345885,       2.817983595
      -1.871490481,     -0.6203528803,       1.295452915,       3.601161023,       1.687090026,       2.817961082
      -1.869737531,     -0.6232498889,       1.302688217,       3.599547719,       1.689327186,       2.817978339
      -1.871526987,     -0.6204199926,       1.295410264,         3.6011248,       1.687058753,       2.817953469
      -1.869786711,     -0.6233472784,       1.302657216,       3.599498671,       1.689308486,       2.817973086
       -1.87156349,     -0.6204871039,       1.295367614,        3.60108858,       1.687027479,       2.817945858
      -1.869835892,     -0.6234446777,       1.302626215,       3.599449622,       1.689289783,       2.817967834
      -1.871599993,     -0.6205542115,       1.295324965,        3.60105236,       1.686996205,        2.81793825
      -1.869885072,     -0.6235420846,       1.302595216,       3.599400575,       1.689271079,       2.817962585
      -1.871636493,      -0.620621318,       1.295282317,       3.601016142,       1.686964929,       2.817930645
      -1.869934251,      -0.623639501,       1.302564217,       3.599351527,       1.689252373,       2.817957336
      -1.871672992,     -0.6206884208,        1.29523967,       3.600979924,       1.686933653,       2.817923042
      -1.869983429,      -0.623736925,       1.302533219,        3.59930248,       1.689233665,       2.817952089
      -1.871709489,     -0.6207555226,       1.295197025,       3.600943709,       1.686902376,       2.817915441
      -1.870032607,     -0.6238343583,       1.302502222,       3.599253433,       1.689214954,       2.817946844
      -1.871745984,     -0.6208226206,        1.29515438,       3.600907494,       1.686871098,       2.817907844
      -1.870081784,     -0.6239317991,       1.302471226,       3.599204387,       1.689196242,       2.817941601
      -1.871782478,     -0.6208897176,       1.295111737,       3.600871282,       1.686839819,       2.817900248
      -1.870130961,      -0.624029249,       1.302440231,       3.599155341,       1.689177528,       2.817936359
       -1.87181897,      -0.620956811,       1.295069094,        3.60083507,        1.68680854,       2.817892655
      -1.870180136,     -0.6241267063,       1.302409236,       3.599106296,       1.689158812,       2.817931119
      -1.871855461,     -0.6210239032,       1.295026453,        3.60079886,       1.686777259,       2.817885065
      -1.870229311,     -0.6242241724,       1.302378243,       3.599057251,       1.689140094,        2.81792588
       -1.87189195,     -0.6210909919,       1.294983813,        3.60076265,       1.686745978,       2.817877477
      -1.870278485,     -0.6243216458,        1.30234725,       3.599008206,       1.689121375,       2.817920643
      -1.871928437,     -0.6211580794,       1.294941174,       3.600726443,       1.686714697,       2.817869891
      -1.870327659,     -0.6244191279,       1.302316258,       3.598959162,       1.689102653,       2.817915408
